,Lyrics,Show,Song Name
38,"D, D, D, D
Daddy dear, oh daddy dear
Do dogs have dreams, do ducks have ears?
Do dragons dance, why do gophers dig holes?
Do gophers dress up in their dirty clothes? D, D, D, D
Dogs dream of meat and their dreams are delicious
Ducks do have ears but they don't do the dishes
Gophers dig holes to hide their candy bars
Dragons don't dance and they don't smoke cigars D, D, D, D
Daddy dear, oh daddy sweet
Do dandylions roar, do daisies have feet?
May I have a drink of water and a dish of tadpoles?
Daddy how deep is a doughnut hole? D, D, D, D
If dandylions roar then your daddy is deaf
The daisies drank the water so the tadpoles left
Your eyes are droopy darling daughter and you're dizzy in the head
The toads are eating dinner so it's time to go to bed Little dolly go to bed D",Sesame Street,Sesame Street Daddy Dear lyrics
39,"Sometimes I have trouble
Falling asleep
But it's not so bad (Not again) I don't worry (Ooooooh) And I don't weep In fact I'm glad... Be-cause I get up off my pillow
And I flip on the li-ight (Turn the light back off!) I get down and get hip
In the still of the night
I stretch and I yawn and then I breathe real deep (Ernie!) And dance myself to sleep! (Ooooh, why me?) I hoof around my beddie
Just a-tappin my toes
Before I know what's happenin'
I'm a-ready to doze (Oooh...) Got some partners I can count on called the Boogie Woogie Sheep (What?!?) I dance myself to sleep! (I don't believe this!) I gently rock-a-bye myself across the floor (Ernie!) I turn and then I toss and then I start to snore (Ernie!) My trusty little bugle helps me spread the news
That I'm tappin' to ""Taps""
And I'm a-rarin' to snooze! (Oh, not the bugle) (Smokin' bugle routine by Ernie begins, interspersed with comments by Bert) (Ernie...
Those sheep are tap dancing!
Oooh, why me?) (Ernie removes the bugle from his lips ... yet the bugle routine continues! Wild!) Spoken: Oh, that's nothing, Bert, wait 'till you see Rubber Duckie play the bugle!
Watch this Rubber Duckie, he's the Boogie-Woogie Bugle Duck of Sesame Street!
(Ernie holds his duckie up to the bugle, squeezes his tummy and the bugle routine really heats up!) (bugle solo ends) (the sheep now begin to carry Bert and his bed out of the room) (Ernie! Ernie! Your sheep!) Well, I'm gettin' kinda drowsy (Your sheep! Call them off, please! Hey!) So the moment has come
To grab my rubber duckie (Oooh, not outside! Please!) While the sheep take my chum
Time to shuffle off to dreamland (Not outside sheep! Errrrnie!) Got a date to keep We'll dance ourselves to sleep, oh yeah (Errrrnie!) We'll dance ourselves to sleep
Wearin' our jammies
We'll dance ourselves to sleep
And thank you, lambies
We'll dance ourselves to sleep!
(final bugle riff) (Ernie's trademark laugh, as Bert looks in from window with long-suffering expression)",Sesame Street,Sesame Street Dance Myself To Sleep lyrics
40,"Danger (danger)
It's no stranger (stranger)
Danger (danger)
It's no stranger (stranger) (It's in the air) It's in the air
It's here, it's there
(It's everywhere) It's everywhere
It just ain't fair
So stay alert, sweet girl of mine
And learn to read that danger, danger sign (danger) Keep your eyes peeled and your wits about ya
Life would be the pits without ya
I love ya baby, yeah, you're so fine
Please learn to read that danger, danger sign (danger, danger, danger, danger) Danger (danger)
It's no stranger (stranger)
Danger (danger)
It's no stranger (stranger) (If you get hurt) I don't know how I'd spend my days
(So stay alert) When crossing streets better look both ways
And half way cross, don't change your mind
And learn to read that danger, danger sign (danger) So, don't go slipping on no banana
Don't walk under a falling piano (pronounced ""piana"", poetic license and all)
Or spend the winter in Montana
Or mention Sherman in Savannah
Don't try to pet a porcupine
And learn to read that danger, danger sign (danger, danger)
Danger sign (danger, danger) Danger
It's no stranger (danger, danger)
Danger
It's no stranger (danger, danger)
repeat and fade",Sesame Street,Sesame Street Danger's No Stranger lyrics
41,"Roosevelt Franklin: It was early Monday morning. I was on my way to school.
Girls in Background: Monday morning! Monday morning!
Roosevelt Franklin: It was early Monday morning. I was on my way to school.
Girls: Monday morning! Monday morning!
Roosevelt Franklin: (?)
Girls: Monday morning! Monday morning!
Roosevelt Franklin: (something about Tuesday), and I ate my (?) and eggs.
Girls: Tuesday (?)! Tuesday (?)!
Roosevelt Franklin: (something about Tuesday), and I ate my (?) and eggs.
Girls: Tuesday (?)! Tuesday (?)!
Roosevelt Franklin: (?), but first I put socks on my legs.
Girls: Tuesday (?)! Tuesday (?)! Roosevelt Franklin: Wednesday, Thursday, Friday, I was in school every day.
Girls: Wednesday, Thursday! Thursday, Friday!
Roosevelt Franklin: Wednesday, Thursday, Friday, I was in school every day.
Girls: Wednesday, Thursday! Thursday, Friday!
Roosevelt Franklin: I go five times a week. I get five times smarter that way.
Girls: Wednesday, Thursday! Thursday, Friday!
Roosevelt Franklin: (Now I'm gonna tell you about the weekend!)
Saturday and Sunday, Roosevelt Franklin can play.
Girls: Saturday, Sunday! Saturday, Sunday!
Roosevelt Franklin: Saturday and Sunday, Roosevelt Franklin can play.
Girls: Saturday, Sunday! Saturday, Sunday!",Sesame Street,Sesame Street Days Of The Week lyrics
42,"(spoken) Me woke up with great idea!
Me write letter to me favorite cookie. (sung) Dear Mr. Cookie, me am writing this to you
And me hope that you will read it so you'll know
Me heart beats like a hammer
And me stutter and me stammer
Me want to write you since so long ago
Me guess me just another fan of yours
And me thought me write and tell you so, oh You made me love you
Me didn't want to do it
Me didn't want to do it
Oh, you made me love you
And all the time you knew it
Me guess you always knew it
Me love all kind of cookies
Like chocolate-chip crunchies, oh
But one look at you and
Me always get the munchies, yeah
You make me write 'cause
Me really want to tell you
Me really have to tell you
Me think you grand, that's true
Yes, me do
Indeed me do
You know me do
Give me, give me, what me cry for
You know you got the kind of flavor
That me die for
You know you made me love you (he eats the cookie picture) Oh no, what me do?
Oh, me make mistake!
Me eat cookie before cookie read the letter!
Oh well, me know what to do
Cookie read letter in me tummy (he eats the letter) Oh, letter delicious too",Sesame Street,Sesame Street Dear Mr. Cookie (you Made Me Love You) lyrics
43,"Dee, dee-dee, dee-dee, dee-dee, dee-dee, dee-dee, doggy;
Dee-dee, dangerous dragon;
Dee-dee, dee-dee, donkey, duckie,
Dinosaur. Oh, dee, dee-dee, dee-dee, dee-dee, dee-dee, dee-dee, dinner;
Dee-dee, dee-dee, De-licious;
Dee-dee, dee-dee, dee, don't drop dishes
Down on the floor. Oh, do a dance.
Dig some dirt.
Dunk a doughnut for dessert.
Draw a daisy that's dee-de-lightful to see.
When ""D"" is handy, it's fine and dandy. Dee, dee-dee, dee, ""D"" is such a very nice letter.
Each day I like it better,
That lovely letter called ""D!"" (dialogue) Draw a daisy that's dee, de-lightful to see.
When ""D"" is handy, it's fine and dandy. Dee, dee-dee, dee,
""D"" is such a very nice letter.
Each day I like it better,
That lovely letter called ""D,""
Dee-dee, dee, having fun,
But now I'm dee, dee, dee, done!",Sesame Street,"Sesame Street Dee, Dee, Dee lyrics"
44,"Queen: I love her 'cause she's tiny and small
I love you 'cause you came first of all
Tiny and small love
Came first of all love
Mommy will love through all her days
You and your sister, different ways I love her 'cause she has to be fed
I love you 'cause you make your own bed
She has to be fed love
Make your own bed love
Mommy will love through all her days
You and your sister, different ways I love her 'cause she's small and helpless
She has to be washed and dressed each day
I love you 'cause you're big and helpful
And you can read, sing and play I love her 'cause she's sugar and spice
I love you 'cause you're awfully nice
Sugar and spice love
Awfully nice love Prince Firstly: Tiny and small love
Came first of all love Queen: Mommy will love through all her days
You and your sister, different ways
Mommy will love through all her days
You and your sister, different ways Prince Firstly (same time as she sings last line):
Me and my sister, different ways",Sesame Street,Sesame Street Different Ways lyrics
45,"I'm serving dinner for 9 tonight
We're going to dine by candlelight
I hope everyone brings their appetite
I'm serving dinner for 9 tonight
1 2 3 4 5 6 7 8 9 forks on the left
1 2 3 4 5 6 7 8 9 knives on the right
1 2 3 4 5 6 7 8 9 napkins very neat
9 placemats 9 seats
9 salad bowls 9 soup bowls
There won't be room left for the food!
I'm serving dinner in 9 courses
I made enough to feed 9 horses!",Sesame Street,Sesame Street Dinner For 9 lyrics
46,"In the evening when the sun goes down
Folks all hurry to the edge of town
At the bayou bank they stand and wait
In the clear air Soon the water ripples catch their eye
And the ladies hush and breathe a sigh
On a lilypad all dressed in white
He appears there And then he
(Background Girls: Uh-huh)
Boogies up and down and shuffles right
(Girls: Uh-huh uh-huh)
Slips and splashes in the moonlit night
(Girls: Uh-huh uh-huh)
Alligators with their teeth so bright
Smile and sway there
(Girls: Sway there)
And soon the
(Girls: Uh-huh)
Loons are joining in the jamboree
Everybody's happy just like me
Watch him dance
On that log
Yeesh, it's the Disco Frog!
(Girls: Ribbit Ribbit! Ribbit Ribbit!) Through the day the swamp's a quiet place
Snails and salamanders set the pace Girls: In the spider where the air is still like a trance there
Fireflies are twinklin' white and green
There's a sudden crazy change of scene
And the star who's danced both far and wide comes to dance there Kermit: And then he
(Background Girls: Uh-huh)
Boogies up and down and shuffles right
(Girls: Uh-huh uh-huh)
Slips and splashes in the moonlit night
(Girls: Uh-huh uh-huh) Girls: Alligators with their teeth so bright
Smile and sway there
(Sway there) Kermit and The Girls: And soon the
(Girls: Uh-huh)
Loons are joining in the jamboree
Everybody's happy just like me Girls: Watch him dance
On that log Kermit: Yeesh, it's the Disco Frog!
(Girls: Ribbit Ribbit! Ribbit Ribbit!) Frogs: Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh
Uh-huh uh-huh Frogs: Uh-huh uh-huh Girls: Uh-huuuuh Frogs: Uh-huh uh-huh Girls: Uh-huuuuh Frogs: Uh-huh uh-huh Girls: Uh-huuuuh Frogs: Uh-huh uh-huh Girls: Uh-huuuuh Kermit: Join us by that swampy waterside
Where we never have a thing to hide Girls: And it makes you feel so good inside
Just to be there
While the stars are sparklin' through the night
And the bayou moon is burnin' bright Kermit and the Girls: Yes, it's quite the most amazing sight
You can see there Girls: Because he
(Girls: Uh-huh) Kermit and the Girls: Boogies up and down and shuffles right
(Girls: Uh-huh uh-huh)
Slips and splashes in the moonlit night
(Girls: Uh-huh uh-huh) Girls: Alligators with their teeth so bright
Smile and sway there
(Sway there)
And soon the
(Uh-huh)
Loons are joining in the jamboree
(Uh-huh uh-huh)
Everybody's happy just like me
Watch him dance
On that log Kermit: Yeesh, it's the Disco Frog! (Girls: Ribbit Ribbit! Ribbit Ribbit!) Girls: (repeat ad nauseum)
Ah ah-ah
Ah ah-ah ....",Sesame Street,Sesame Street Disco Frog lyrics
47,,Sesame Street,Sesame Street Do De Rubber Duck lyrics
48,,Sesame Street,Sesame Street Do The Benny Hop lyrics
49,,Sesame Street,Sesame Street Do The Dog lyrics
50,"Ernie: Do you like me?
Am I okay?
Do you like me?
If you do please say,
That you like me,
Just this way.
I want to hear it from you. Bert: (Oh, Ernie.) Ernie: (No, really, Bert.) Ernie: Do you like me?
Do you think I'm swell?
Do you like me?
You know me well,
If you like me.
Won't you tell?
I want to hear it from you. We always have a super time,
When we play and sing a song.
But I wonder if you still like me,
Even when I do things wrong? Bert: (Oh, Ernie.) Bert: Yes, I like you. Ernie: (Really?) Bert: That is right.
Oh I like you. Ernie: (Oh good!) Bert: Can you turn out the light?
I like you.
Now can we say good night? Ernie: (Good night!) Bert: Now that you've heard it from me. Ernie: (Oh gee, thanks Bert. I think I can sleep now.) Bert: (Ahh, that's good. Good night.) Ernie: (Goodnight! (pause) Oh, but, ah, Bert?) Bert: (Ernie, what?) Ernie: (I like you, too, Bert.) Bert: (Oh ... (mutter))",Sesame Street,Sesame Street Do You Like Me? lyrics
